Order_ID,Order_Date,Year,Month,Quarter,Season,Customer_ID,Customer_Gender,Customer_Segment,Region,Country,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount,Revenue,Cost,Profit,Profit_Margin_Percent,Shipping_Cost,Shipping_Method,Shipping_Days,Payment_Method,Order_Status,Is_Valid_Quantity,Is_Valid_Unit_Price,Is_Valid_Discount,Is_Valid_Revenue,Is_Valid_Profit,Expected_Revenue,Revenue_Diff,Expected_Profit,Profit_Diff,Row_Valid,Order_Year,Order_Month,Order_Month_Name,Order_Day,Order_Weekday,Average_Revenue_Per_Unit,Calculated_Margin_Percent,Profit_Category,Fast_Shipping,Revenue_Anomaly,Profit_Anomaly
ORD-003005,2023-08-26,2023,8,Q3,Summer,CUST-04085,Female,Regular,Europe,Italy,Electronics,Headphones,JBL Tune 760NC,372.68,1,0.0,372.68,267.19,105.49,28.31,61.37,Overnight,12,Debit Card,Delivered,True,True,True,True,True,372.68,0.0,105.49,0.0,True,2023,8,August,26,Saturday,372.68,28.31,Medium,False,False,False
ORD-003006,2024-01-11,2024,1,Q1,Winter,CUST-03976,Female,Premium,Middle East,Egypt,Clothing,Footwear,Vans Old Skool,67.25,4,0.4,161.4,196.55,-35.15,-21.78,21.93,Express,11,Credit Card,Returned,True,True,True,True,True,161.4,0.0,-35.15,0.0,True,2024,1,January,11,Thursday,40.35,-21.78,Loss,False,False,False
ORD-003007,2024-09-05,2024,9,Q3,Fall,CUST-04479,Female,Regular,Middle East,Egypt,Electronics,Smartphones,Samsung Galaxy S23,865.32,2,0.0,1730.64,1287.63,443.01,25.6,3.57,Economy,12,Cash on Delivery,Returned,True,True,True,True,True,1730.64,0.0,443.01,0.0,True,2024,9,September,5,Thursday,865.32,25.6,High,False,True,True
ORD-003008,2023-04-04,2023,4,Q2,Spring,CUST-06283,Male,Regular,North America,Mexico,Clothing,Footwear,Puma Running Shoes,80.47,4,0.5,160.94,153.81,7.13,4.43,27.83,Express,3,Bank Transfer,Delivered,True,True,True,True,True,160.94,0.0,7.13,0.0,True,2023,4,April,4,Tuesday,40.235,4.43,Low,True,False,False
ORD-003009,2022-03-21,2022,3,Q1,Spring,CUST-01104,Male,Regular,Asia,Japan,Home & Kitchen,Furniture,Office Chair,158.45,2,0.05,301.05,182.38,118.67,39.42,12.38,Standard,23,Debit Card,Delivered,True,True,True,True,True,301.05,0.0,118.67,0.0,True,2022,3,March,21,Monday,150.525,39.42,Medium,False,False,False
ORD-003010,2023-06-22,2023,6,Q2,Summer,CUST-05472,Male,New,North America,Canada,Home & Kitchen,Furniture,Bookshelf 5-Tier,423.59,1,0.0,423.59,214.53,209.06,49.35,3.49,Economy,5,Debit Card,Delivered,True,True,True,True,True,423.59,0.0,209.06,0.0,True,2023,6,June,22,Thursday,423.59,49.35,High,False,False,False
ORD-003011,2023-03-01,2023,3,Q1,Spring,CUST-03196,Male,New,Europe,Italy,Electronics,Tablets,Lenovo Tab P12,402.61,5,0.0,2013.05,963.98,1049.07,52.11,10.26,Standard,13,Credit Card,Returned,True,True,True,True,True,2013.05,0.0,1049.07,0.0,True,2023,3,March,1,Wednesday,402.61,52.11,High,False,True,True
ORD-003012,2024-03-02,2024,3,Q1,Spring,CUST-06338,Female,Premium,North America,USA,Clothing,Footwear,Adidas Ultraboost,81.69,1,0.4,49.01,54.97,-5.96,-12.16,44.04,Express,9,Credit Card,Delivered,True,True,True,True,True,49.01,0.0,-5.96,0.0,True,2024,3,March,2,Saturday,49.01,-12.16,Loss,False,False,False
ORD-003013,2022-01-03,2022,1,Q1,Winter,CUST-04132,Male,Premium,Asia,South Korea,Electronics,Tablets,Lenovo Tab P12,517.14,1,0.2,413.71,362.52,51.19,12.37,73.18,Overnight,21,Credit Card,Returned,True,True,True,True,True,413.71,0.0,51.19,0.0,True,2022,1,January,3,Monday,413.71,12.37,Medium,False,False,False
ORD-003014,2024-03-23,2024,3,Q1,Spring,CUST-05752,Male,New,Middle East,Saudi Arabia,Home & Kitchen,Furniture,Office Chair,467.23,1,0.0,467.23,301.19,166.04,35.54,30.69,Express,7,Apple Pay,Delivered,True,True,True,True,True,467.23,0.0,166.04,0.0,True,2024,3,March,23,Saturday,467.23,35.54,Medium,False,False,False
ORD-003015,2023-11-03,2023,11,Q4,Fall,CUST-03640,Female,Regular,North America,Canada,Electronics,Laptops,ASUS ZenBook,1254.27,1,0.15,1066.13,852.17,213.96,20.07,35.86,Express,5,Credit Card,Delivered,True,True,True,True,True,1066.13,0.0,213.96,0.0,True,2023,11,November,3,Friday,1066.13,20.07,High,False,False,False
ORD-003016,2023-08-23,2023,8,Q3,Summer,CUST-07381,Female,Regular,North America,Mexico,Clothing,Footwear,Converse Chuck Taylor,164.18,2,0.15,279.11,229.81,49.3,17.66,17.92,Standard,3,Google Pay,Delivered,True,True,True,True,True,279.11,0.0,49.3,0.0,True,2023,8,August,23,Wednesday,139.555,17.66,Low,True,False,False
ORD-003017,2023-12-29,2023,12,Q4,Winter,CUST-05604,Female,Regular,North America,Mexico,Books & Media,Books,Deep Work,15.84,1,0.2,12.67,9.45,3.22,25.41,44.36,Express,6,Credit Card,Delivered,True,True,True,True,True,12.67,0.0,3.22,0.0,True,2023,12,December,29,Friday,12.67,25.41,Low,False,False,False
ORD-003018,2023-09-04,2023,9,Q3,Fall,CUST-01831,Female,Regular,North America,Mexico,Beauty & Health,Supplements,Multivitamin Pack,53.51,1,0.0,53.51,33.42,20.09,37.54,9.93,Standard,10,Google Pay,Delivered,True,True,True,True,True,53.51,0.0,20.09,0.0,True,2023,9,September,4,Monday,53.51,37.54,Low,False,False,False
ORD-003019,2023-10-30,2023,10,Q4,Fall,CUST-05176,Female,Premium,Asia,Singapore,Beauty & Health,Supplements,Omega-3 Fish Oil,37.64,5,0.1,169.38,86.07,83.31,49.19,18.34,Standard,17,Apple Pay,Delivered,True,True,True,True,True,169.38,0.0,83.31,0.0,True,2023,10,October,30,Monday,33.876,49.19,Medium,False,False,False
ORD-003020,2022-03-11,2022,3,Q1,Spring,CUST-05910,Female,New,Middle East,Jordan,Books & Media,Software,Microsoft Office 365,46.78,5,0.5,116.95,127.53,-10.58,-9.05,5.4,Economy,12,PayPal,Cancelled,True,True,True,True,True,116.95,0.0,-10.58,0.0,True,2022,3,March,11,Friday,23.39,-9.05,Loss,False,False,False
ORD-003021,2023-07-31,2023,7,Q3,Summer,CUST-06540,Male,New,Middle East,Saudi Arabia,Beauty & Health,Skincare,Retinol Night Cream,28.13,1,0.25,21.1,14.5,6.6,31.28,8.05,Economy,10,Bank Transfer,Delivered,True,True,True,True,True,21.1,0.0,6.6,0.0,True,2023,7,July,31,Monday,21.1,31.28,Low,False,False,False
ORD-003022,2023-03-10,2023,3,Q1,Spring,CUST-02566,Male,VIP,North America,Canada,Home & Kitchen,Furniture,TV Stand,477.69,1,0.5,238.84,330.43,-91.59,-38.35,15.28,Standard,7,Apple Pay,Returned,True,True,True,True,True,238.84,0.0,-91.59,0.0,True,2023,3,March,10,Friday,238.84,-38.35,Loss,False,False,False
ORD-003023,2023-10-20,2023,10,Q4,Fall,CUST-07638,Male,New,North America,Mexico,Clothing,Men's Wear,Chino Pants,96.92,4,0.25,290.76,219.19,71.57,24.61,2.27,Economy,8,Credit Card,Returned,True,True,True,True,True,290.76,0.0,71.57,0.0,True,2023,10,October,20,Friday,72.69,24.61,Medium,False,False,False
ORD-003024,2022-02-02,2022,2,Q1,Winter,CUST-04788,Male,New,Europe,Italy,Electronics,Laptops,HP Spectre x360,953.56,2,0.05,1811.76,1102.94,708.82,39.12,86.44,Overnight,8,Credit Card,Delivered,True,True,True,True,True,1811.76,0.0,708.82,0.0,True,2022,2,February,2,Wednesday,905.88,39.12,High,False,True,True
ORD-003025,2024-01-21,2024,1,Q1,Winter,CUST-07140,Male,Premium,Europe,France,Clothing,Men's Wear,Chino Pants,119.51,7,0.05,794.74,448.55,346.19,43.56,7.73,Economy,11,Credit Card,Delivered,True,True,True,True,True,794.74,0.0,346.19,0.0,True,2024,1,January,21,Sunday,113.53428571428572,43.56,High,False,False,True
ORD-003026,2023-05-26,2023,5,Q2,Spring,CUST-07004,Female,Regular,Europe,France,Electronics,Headphones,Samsung Galaxy Buds,163.61,7,0.0,1145.27,524.02,621.25,54.24,6.31,Economy,8,Credit Card,Delivered,True,True,True,True,True,1145.27,0.0,621.25,0.0,True,2023,5,May,26,Friday,163.60999999999999,54.24,High,False,True,True
ORD-003027,2023-06-14,2023,6,Q2,Summer,CUST-05372,Female,New,Europe,UK,Home & Kitchen,Furniture,TV Stand,532.83,2,0.25,799.25,768.14,31.11,3.89,16.68,Standard,13,PayPal,Delivered,True,True,True,True,True,799.25,0.0,31.11,0.0,True,2023,6,June,14,Wednesday,399.625,3.89,Low,False,False,False
ORD-003028,2024-02-23,2024,2,Q1,Winter,CUST-05481,Female,VIP,Middle East,Saudi Arabia,Beauty & Health,Skincare,Retinol Night Cream,60.97,2,0.0,121.94,55.38,66.56,54.58,21.36,Express,11,Google Pay,Delivered,True,True,True,True,True,121.94,0.0,66.56,0.0,True,2024,2,February,23,Friday,60.97,54.58,Medium,False,False,False
ORD-003029,2023-04-20,2023,4,Q2,Spring,CUST-02063,Female,Regular,Middle East,UAE,Beauty & Health,Supplements,Multivitamin Pack,15.64,2,0.3,21.9,23.16,-1.26,-5.75,16.27,Standard,17,Apple Pay,Delivered,True,True,True,True,True,21.9,0.0,-1.26,0.0,True,2023,4,April,20,Thursday,10.95,-5.75,Loss,False,False,False
ORD-003030,2024-02-21,2024,2,Q1,Winter,CUST-07836,Male,Regular,Asia,India,Books & Media,Books,Rich Dad Poor Dad,11.97,5,0.05,56.86,31.64,25.22,44.35,3.74,Economy,23,Debit Card,Cancelled,True,True,True,True,True,56.86,0.0,25.22,0.0,True,2024,2,February,21,Wednesday,11.372,44.35,Low,False,False,False
ORD-003031,2023-02-15,2023,2,Q1,Winter,CUST-03502,Female,Regular,Europe,Germany,Clothing,Footwear,Nike Air Max,127.44,1,0.05,121.07,74.61,46.46,38.37,35.6,Express,5,Bank Transfer,Delivered,True,True,True,True,True,121.07,0.0,46.46,0.0,True,2023,2,February,15,Wednesday,121.07,38.37,Low,False,False,False
ORD-003032,2023-05-07,2023,5,Q2,Spring,CUST-06942,Female,Regular,Middle East,Jordan,Electronics,Laptops,HP Spectre x360,1678.6,2,0.5,1678.6,1592.23,86.37,5.15,4.04,Economy,9,Google Pay,Delivered,True,True,True,True,True,1678.6,0.0,86.37,0.0,True,2023,5,May,7,Sunday,839.3,5.15,Medium,False,True,False
ORD-003033,2022-08-20,2022,8,Q3,Summer,CUST-03829,Male,New,Europe,Italy,Books & Media,Books,The Psychology of Money,36.33,4,0.25,108.99,93.69,15.3,14.04,13.37,Standard,10,PayPal,Delivered,True,True,True,True,True,108.99,0.0,15.3,0.0,True,2022,8,August,20,Saturday,27.2475,14.04,Low,False,False,False
ORD-003034,2023-05-02,2023,5,Q2,Spring,CUST-03001,Female,Regular,Asia,India,Books & Media,Books,Atomic Habits,37.98,1,0.0,37.98,19.37,18.61,49.0,2.41,Economy,17,Bank Transfer,Returned,True,True,True,True,True,37.98,0.0,18.61,0.0,True,2023,5,May,2,Tuesday,37.98,49.0,Low,False,False,False
ORD-003035,2022-02-04,2022,2,Q1,Winter,CUST-05347,Male,Regular,North America,Canada,Books & Media,Software,VPN Premium 1Y,23.07,1,0.3,16.15,13.79,2.36,14.61,32.41,Express,7,Debit Card,Delivered,True,True,True,True,True,16.15,0.0,2.36,0.0,True,2022,2,February,4,Friday,16.15,14.61,Low,False,False,False
ORD-003036,2024-07-03,2024,7,Q3,Summer,CUST-03694,Male,Regular,Europe,Italy,Clothing,Footwear,Nike Air Max,112.62,1,0.3,78.83,53.2,25.63,32.51,38.05,Express,13,Cash on Delivery,Returned,True,True,True,True,True,78.83,0.0,25.63,0.0,True,2024,7,July,3,Wednesday,78.83,32.51,Low,False,False,False
ORD-003037,2022-05-17,2022,5,Q2,Spring,CUST-03007,Female,New,Asia,Singapore,Clothing,Men's Wear,Hoodie Sweatshirt,82.86,2,0.3,116.0,79.37,36.63,31.58,62.5,Overnight,20,Google Pay,Delivered,True,True,True,True,True,116.0,0.0,36.63,0.0,True,2022,5,May,17,Tuesday,58.0,31.58,Low,False,False,False
ORD-003038,2022-11-08,2022,11,Q4,Fall,CUST-02893,Male,Premium,Asia,India,Clothing,Men's Wear,Classic T-Shirt,61.06,1,0.5,30.53,32.98,-2.45,-8.02,10.11,Standard,15,Apple Pay,Returned,True,True,True,True,True,30.53,0.0,-2.45,0.0,True,2022,11,November,8,Tuesday,30.53,-8.02,Loss,False,False,False
ORD-003039,2022-11-26,2022,11,Q4,Fall,CUST-03091,Female,VIP,North America,Canada,Electronics,Smartphones,Google Pixel 7,551.49,2,0.25,827.24,508.72,318.52,38.5,17.73,Standard,3,Credit Card,Delivered,True,True,True,True,True,827.24,0.0,318.52,0.0,True,2022,11,November,26,Saturday,413.62,38.5,High,True,False,True
ORD-003040,2023-06-27,2023,6,Q2,Summer,CUST-05460,Female,Regular,Middle East,Jordan,Electronics,Laptops,Lenovo ThinkPad X1,843.5,2,0.3,1180.9,985.09,195.81,16.58,26.42,Express,14,Apple Pay,Delivered,True,True,True,True,True,1180.9,0.0,195.81,0.0,True,2023,6,June,27,Tuesday,590.45,16.58,Medium,False,True,False
ORD-003041,2023-03-28,2023,3,Q1,Spring,CUST-04339,Male,Premium,Europe,Spain,Clothing,Women's Wear,Maxi Skirt,145.89,8,0.0,1167.12,771.52,395.6,33.9,82.03,Overnight,8,Debit Card,Returned,True,True,True,True,True,1167.12,0.0,395.6,0.0,True,2023,3,March,28,Tuesday,145.89,33.9,High,False,True,True
ORD-003042,2023-01-21,2023,1,Q1,Winter,CUST-07073,Female,Premium,Asia,South Korea,Home & Kitchen,Appliances,Microwave Oven,190.29,1,0.1,171.26,122.42,48.84,28.52,40.26,Express,25,Cash on Delivery,Delivered,True,True,True,True,True,171.26,0.0,48.84,0.0,True,2023,1,January,21,Saturday,171.26,28.52,Low,False,False,False
ORD-003043,2022-08-26,2022,8,Q3,Summer,CUST-03778,Male,Premium,Asia,Singapore,Books & Media,Software,Antivirus Pro,70.93,2,0.25,106.4,83.11,23.29,21.89,78.14,Overnight,18,Credit Card,Returned,True,True,True,True,True,106.4,0.0,23.29,0.0,True,2022,8,August,26,Friday,53.2,21.89,Low,False,False,False
ORD-003044,2023-12-04,2023,12,Q4,Winter,CUST-03200,Female,Premium,Europe,Germany,Books & Media,Books,Rich Dad Poor Dad,18.75,1,0.3,13.12,13.37,-0.25,-1.91,2.3,Economy,7,Credit Card,Delivered,True,True,True,True,True,13.12,0.0,-0.25,0.0,True,2023,12,December,4,Monday,13.12,-1.91,Loss,False,False,False
ORD-003045,2023-10-26,2023,10,Q4,Fall,CUST-04260,Male,Regular,Asia,Singapore,Home & Kitchen,Furniture,TV Stand,413.02,1,0.0,413.02,200.79,212.23,51.38,38.54,Express,12,PayPal,Returned,True,True,True,True,True,413.02,0.0,212.23,0.0,True,2023,10,October,26,Thursday,413.02,51.38,High,False,False,False
ORD-003046,2023-03-02,2023,3,Q1,Spring,CUST-06121,Male,Premium,North America,Canada,Beauty & Health,Skincare,Moisturizing Cream,57.13,4,0.0,228.52,118.11,110.41,48.32,34.73,Express,4,Google Pay,Returned,True,True,True,True,True,228.52,0.0,110.41,0.0,True,2023,3,March,2,Thursday,57.13,48.32,Medium,False,False,False
ORD-003047,2022-12-12,2022,12,Q4,Winter,CUST-05063,Male,New,Asia,India,Electronics,Tablets,Lenovo Tab P12,453.07,2,0.0,906.14,411.89,494.25,54.54,9.34,Economy,10,Cash on Delivery,Delivered,True,True,True,True,True,906.14,0.0,494.25,0.0,True,2022,12,December,12,Monday,453.07,54.54,High,False,False,True
ORD-003048,2022-07-08,2022,7,Q3,Summer,CUST-01540,Female,Premium,Asia,Japan,Electronics,Laptops,Dell XPS 15,1782.72,3,0.0,5348.16,2673.76,2674.4,50.01,59.08,Overnight,11,Apple Pay,Delivered,True,True,True,True,True,5348.16,0.0,2674.4,0.0,True,2022,7,July,8,Friday,1782.72,50.01,High,False,True,True
ORD-003049,2021-10-07,2021,10,Q4,Fall,CUST-06485,Male,Premium,Europe,Spain,Home & Kitchen,Furniture,TV Stand,236.67,5,0.2,946.68,607.84,338.84,35.79,19.59,Standard,12,Apple Pay,Delivered,True,True,True,True,True,946.68,0.0,338.84,0.0,True,2021,10,October,7,Thursday,189.33599999999998,35.79,High,False,False,True
ORD-003050,2022-06-28,2022,6,Q2,Summer,CUST-07380,Male,Premium,Middle East,UAE,Home & Kitchen,Furniture,TV Stand,189.29,5,0.5,473.22,642.58,-169.36,-35.79,13.58,Standard,7,Apple Pay,Delivered,True,True,True,True,True,473.22,0.0,-169.36,0.0,True,2022,6,June,28,Tuesday,94.644,-35.79,Loss,False,False,True
ORD-003051,2022-12-27,2022,12,Q4,Winter,CUST-04085,Female,New,Asia,India,Beauty & Health,Skincare,Sunscreen SPF50,25.49,3,0.0,76.47,44.52,31.95,41.78,28.8,Express,21,Credit Card,Returned,True,True,True,True,True,76.47,0.0,31.95,0.0,True,2022,12,December,27,Tuesday,25.49,41.78,Low,False,False,False
ORD-003052,2022-11-22,2022,11,Q4,Fall,CUST-03153,Female,Regular,Asia,Japan,Electronics,Headphones,AirPods Pro,110.55,6,0.2,530.64,470.97,59.67,11.24,4.66,Economy,21,Apple Pay,Returned,True,True,True,True,True,530.64,0.0,59.67,0.0,True,2022,11,November,22,Tuesday,88.44,11.24,Medium,False,False,False
ORD-003053,2022-03-11,2022,3,Q1,Spring,CUST-06946,Male,New,Europe,France,Clothing,Women's Wear,High-Waist Jeans,73.17,1,0.15,62.19,37.19,25.0,40.2,6.71,Economy,11,Bank Transfer,Processing,True,True,True,True,True,62.19,0.0,25.0,0.0,True,2022,3,March,11,Friday,62.19,40.2,Low,False,False,False
ORD-003054,2023-05-08,2023,5,Q2,Spring,CUST-03505,Female,Regular,Middle East,UAE,Electronics,Tablets,Lenovo Tab P12,641.65,1,0.0,641.65,344.27,297.38,46.35,32.57,Express,10,Debit Card,Delivered,True,True,True,True,True,641.65,0.0,297.38,0.0,True,2023,5,May,8,Monday,641.65,46.35,High,False,False,True
ORD-003055,2022-06-25,2022,6,Q2,Summer,CUST-06365,Male,Regular,Asia,Singapore,Clothing,Footwear,Vans Old Skool,68.14,7,0.4,286.19,340.54,-54.35,-18.99,17.99,Standard,15,Google Pay,Processing,True,True,True,True,True,286.19,0.0,-54.35,0.0,True,2022,6,June,25,Saturday,40.88428571428572,-18.99,Loss,False,False,False
ORD-003056,2024-08-30,2024,8,Q3,Summer,CUST-03706,Female,New,North America,USA,Home & Kitchen,Furniture,Bookshelf 5-Tier,570.75,2,0.0,1141.5,748.77,392.73,34.4,99.68,Overnight,8,Google Pay,Cancelled,True,True,True,True,True,1141.5,0.0,392.73,0.0,True,2024,8,August,30,Friday,570.75,34.4,High,False,True,True
ORD-003057,2024-05-23,2024,5,Q2,Spring,CUST-04433,Female,VIP,Asia,China,Electronics,Smartphones,OnePlus 11,466.98,2,0.2,747.17,528.82,218.35,29.22,21.72,Express,16,Cash on Delivery,Returned,True,True,True,True,True,747.17,0.0,218.35,0.0,True,2024,5,May,23,Thursday,373.585,29.22,High,False,False,False
ORD-003058,2022-09-27,2022,9,Q3,Fall,CUST-04730,Female,Premium,North America,Canada,Clothing,Women's Wear,Summer Dress,103.45,3,0.15,263.8,149.82,113.98,43.21,8.54,Standard,10,Apple Pay,Cancelled,True,True,True,True,True,263.8,0.0,113.98,0.0,True,2022,9,September,27,Tuesday,87.93333333333334,43.21,Medium,False,False,False
ORD-003059,2023-09-19,2023,9,Q3,Fall,CUST-04863,Female,Premium,Asia,South Korea,Home & Kitchen,Kitchen Tools,Knife Block Set,115.36,9,0.0,1038.24,551.71,486.53,46.86,34.04,Express,23,Cash on Delivery,Returned,True,True,True,True,True,1038.24,0.0,486.53,0.0,True,2023,9,September,19,Tuesday,115.36,46.86,High,False,False,True
ORD-003060,2022-09-21,2022,9,Q3,Fall,CUST-06634,Female,Regular,Middle East,UAE,Books & Media,Books,The Psychology of Money,10.9,3,0.4,19.62,17.71,1.91,9.73,36.14,Express,16,PayPal,Returned,True,True,True,True,True,19.62,0.0,1.91,0.0,True,2022,9,September,21,Wednesday,6.54,9.73,Low,False,False,False
ORD-003061,2021-10-06,2021,10,Q4,Fall,CUST-04988,Female,New,Middle East,UAE,Books & Media,Books,Rich Dad Poor Dad,35.21,1,0.25,26.41,20.11,6.3,23.85,40.25,Express,13,Google Pay,Delivered,True,True,True,True,True,26.41,0.0,6.3,0.0,True,2021,10,October,6,Wednesday,26.41,23.85,Low,False,False,False
ORD-003062,2021-03-18,2021,3,Q1,Spring,CUST-02001,Male,Premium,Asia,China,Books & Media,Software,Photo Editing Suite,220.47,10,0.3,1543.29,1498.76,44.53,2.89,19.8,Standard,19,Google Pay,Delivered,True,True,True,True,True,1543.29,0.0,44.53,0.0,True,2021,3,March,18,Thursday,154.329,2.89,Low,False,True,False
ORD-003063,2024-01-10,2024,1,Q1,Winter,CUST-04708,Male,Premium,Middle East,Jordan,Books & Media,Software,Photo Editing Suite,32.18,4,0.1,115.85,88.43,27.42,23.67,59.31,Overnight,7,Debit Card,Delivered,True,True,True,True,True,115.85,0.0,27.42,0.0,True,2024,1,January,10,Wednesday,28.9625,23.67,Low,False,False,False
ORD-003064,2023-05-23,2023,5,Q2,Spring,CUST-05502,Female,Regular,Middle East,Egypt,Home & Kitchen,Kitchen Tools,Knife Block Set,79.86,1,0.2,63.89,37.46,26.43,41.37,8.62,Economy,9,Credit Card,Returned,True,True,True,True,True,63.89,0.0,26.43,0.0,True,2023,5,May,23,Tuesday,63.89,41.37,Low,False,False,False
ORD-003065,2022-04-21,2022,4,Q2,Spring,CUST-05578,Male,Regular,Asia,India,Home & Kitchen,Appliances,Rice Cooker,96.34,1,0.0,96.34,70.28,26.06,27.05,33.47,Express,15,Debit Card,Delivered,True,True,True,True,True,96.34,0.0,26.06,0.0,True,2022,4,April,21,Thursday,96.34,27.05,Low,False,False,False
ORD-003066,2023-01-19,2023,1,Q1,Winter,CUST-03934,Male,Regular,Asia,South Korea,Books & Media,Books,Atomic Habits,26.79,4,0.5,53.58,60.18,-6.6,-12.32,2.0,Economy,25,PayPal,Cancelled,True,True,True,True,True,53.58,0.0,-6.6,0.0,True,2023,1,January,19,Thursday,13.395,-12.32,Loss,False,False,False
ORD-003067,2023-06-17,2023,6,Q2,Summer,CUST-07334,Female,Regular,Asia,Singapore,Books & Media,Books,Thinking Fast and Slow,28.84,1,0.15,24.51,16.38,8.13,33.17,7.53,Economy,19,Credit Card,Returned,True,True,True,True,True,24.51,0.0,8.13,0.0,True,2023,6,June,17,Saturday,24.51,33.17,Low,False,False,False
ORD-003068,2021-06-14,2021,6,Q2,Summer,CUST-07516,Male,New,Asia,Singapore,Beauty & Health,Skincare,Hyaluronic Acid,42.26,1,0.2,33.81,24.17,9.64,28.51,2.56,Economy,17,Apple Pay,Delivered,True,True,True,True,True,33.81,0.0,9.64,0.0,True,2021,6,June,14,Monday,33.81,28.51,Low,False,False,False
ORD-003069,2023-02-22,2023,2,Q1,Winter,CUST-03483,Male,New,Asia,China,Books & Media,Books,The Psychology of Money,10.31,7,0.05,68.56,35.56,33.0,48.13,84.24,Overnight,23,Debit Card,Delivered,True,True,True,True,True,68.56,0.0,33.0,0.0,True,2023,2,February,22,Wednesday,9.794285714285715,48.13,Low,False,False,False
ORD-003070,2023-09-03,2023,9,Q3,Fall,CUST-07693,Female,New,Middle East,Saudi Arabia,Beauty & Health,Supplements,Omega-3 Fish Oil,51.86,4,0.25,155.58,95.23,60.35,38.79,4.38,Economy,10,Bank Transfer,Delivered,True,True,True,True,True,155.58,0.0,60.35,0.0,True,2023,9,September,3,Sunday,38.895,38.79,Medium,False,False,False
ORD-003071,2023-04-15,2023,4,Q2,Spring,CUST-05350,Male,Regular,North America,Mexico,Home & Kitchen,Appliances,Coffee Maker,59.41,2,0.25,89.11,67.02,22.09,24.79,17.72,Standard,5,Google Pay,Delivered,True,True,True,True,True,89.12,-0.01,22.09,0.0,True,2023,4,April,15,Saturday,44.555,24.79,Low,False,False,False
ORD-003072,2022-02-07,2022,2,Q1,Winter,CUST-01212,Female,Premium,North America,Canada,Books & Media,Books,Atomic Habits,33.7,5,0.4,101.1,84.06,17.04,16.85,45.75,Express,8,Apple Pay,Returned,True,True,True,True,True,101.1,0.0,17.04,0.0,True,2022,2,February,7,Monday,20.22,16.85,Low,False,False,False
ORD-003073,2023-12-24,2023,12,Q4,Winter,CUST-02089,Female,Regular,Europe,Germany,Beauty & Health,Supplements,Collagen Peptides,17.56,1,0.0,17.56,11.07,6.49,36.96,16.78,Standard,10,Debit Card,Delivered,True,True,True,True,True,17.56,0.0,6.49,0.0,True,2023,12,December,24,Sunday,17.56,36.96,Low,False,False,False
ORD-003074,2023-05-25,2023,5,Q2,Spring,CUST-06338,Male,VIP,Europe,Italy,Home & Kitchen,Kitchen Tools,Mixing Bowl Set,59.15,2,0.1,106.47,77.91,28.56,26.82,6.14,Economy,6,Apple Pay,Cancelled,True,True,True,True,True,106.47,0.0,28.56,0.0,True,2023,5,May,25,Thursday,53.235,26.82,Low,False,False,False
ORD-003075,2023-08-24,2023,8,Q3,Summer,CUST-03101,Female,VIP,Middle East,Saudi Arabia,Clothing,Men's Wear,Slim Fit Jeans,40.1,7,0.15,238.59,163.02,75.57,31.67,6.41,Standard,11,Apple Pay,Delivered,True,True,True,True,True,238.59,0.0,75.57,0.0,True,2023,8,August,24,Thursday,34.08428571428571,31.67,Medium,False,False,False
ORD-003076,2023-07-20,2023,7,Q3,Summer,CUST-05379,Female,Regular,Asia,Japan,Electronics,Tablets,Samsung Galaxy Tab S9,990.02,2,0.15,1683.03,922.53,760.5,45.19,5.21,Standard,12,Bank Transfer,Processing,True,True,True,True,True,1683.03,0.0,760.5,0.0,True,2023,7,July,20,Thursday,841.515,45.19,High,False,True,True
ORD-003077,2021-10-02,2021,10,Q4,Fall,CUST-03305,Female,Regular,Europe,France,Beauty & Health,Skincare,Moisturizing Cream,61.08,1,0.15,51.92,42.63,9.29,17.89,4.96,Economy,10,PayPal,Processing,True,True,True,True,True,51.92,0.0,9.29,0.0,True,2021,10,October,2,Saturday,51.92,17.89,Low,False,False,False
ORD-003078,2022-06-13,2022,6,Q2,Summer,CUST-01623,Male,New,Europe,Italy,Electronics,Laptops,ASUS ZenBook,1132.85,1,0.2,906.28,664.4,241.88,26.69,65.14,Overnight,5,Google Pay,Delivered,True,True,True,True,True,906.28,0.0,241.88,0.0,True,2022,6,June,13,Monday,906.28,26.69,High,False,False,False
ORD-003079,2023-11-21,2023,11,Q4,Fall,CUST-02027,Female,Regular,Middle East,Saudi Arabia,Home & Kitchen,Kitchen Tools,Knife Block Set,126.69,3,0.05,361.07,209.76,151.31,41.91,81.48,Overnight,13,Apple Pay,Returned,True,True,True,True,True,361.07,0.0,151.31,0.0,True,2023,11,November,21,Tuesday,120.35666666666667,41.91,Medium,False,False,False
ORD-003080,2022-03-27,2022,3,Q1,Spring,CUST-06510,Female,New,North America,USA,Electronics,Laptops,ASUS ZenBook,1139.08,5,0.25,4271.55,3921.44,350.11,8.2,88.73,Overnight,10,Credit Card,Returned,True,True,True,True,True,4271.55,0.0,350.11,0.0,True,2022,3,March,27,Sunday,854.3100000000001,8.2,High,False,True,True
